23:00,$4478.90584845045
00:00,$5179.32645332968
01:00,$5027.55977354365
02:00,$4921.30051083923
03:00,$3478.66685058859
04:00,$5071.73607548314
05:00,$4077.90714785359
06:00,$3573.99816651549
07:00,$4425.16789977679
08:00,$2628.5940793476
09:00,$3279.37812184886
10:00,$5167.81449186048
11:00,$4752.25017068547
12:00,$3037.39351967228
13:00,$4733.83501904729
14:00,$3149.69547798377
15:00,$3224.78210331164
16:00,$4234.86036725103
17:00,$2477.07457350431
18:00,$3565.78713821517
19:00,$3598.02329614666
20:00,$3422.04553094788
21:00,$3555.94308420827
22:00,$3457.41297232798
